"position","const","created","modified","description","Title","Title type","Directors","You rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"352","tt0083658","Thu Aug 11 08:28:10 2016","Thu Aug 11 08:28:10 2016","","Blade Runner","Feature Film","Ridley Scott","","8.2","117","1982","sci_fi, thriller","463247","1982-06-25","http://www.imdb.com/title/tt0083658/"
"353","tt0775489","Thu Aug 11 08:48:38 2016","Thu Aug 11 08:48:38 2016","","L'illusionniste","Feature Film","Sylvain Chomet","","7.5","80","2010","animation, drama","28511","2010-02-16","http://www.imdb.com/title/tt0775489/"
"354","tt0286244","Thu Aug 11 08:49:08 2016","Thu Aug 11 08:49:08 2016","","Les triplettes de Belleville","Feature Film","Sylvain Chomet","","7.8","78","2003","animation, comedy, drama","42572","2003-05-18","http://www.imdb.com/title/tt0286244/"
"355","tt0249241","Thu Aug 11 08:50:06 2016","Thu Aug 11 08:50:06 2016","","Werckmeister harmóniák","Feature Film","Béla Tarr, Ágnes Hranitzky","","8.3","145","2000","drama, mystery","8739","2000-07-12","http://www.imdb.com/title/tt0249241/"
"356","tt1664894","Thu Aug 11 08:56:21 2016","Thu Aug 11 08:56:21 2016","","Cave of Forgotten Dreams","Documentary","Werner Herzog","","7.4","90","2010","documentary, history","11387","2010-09-10","http://www.imdb.com/title/tt1664894/"
"357","tt0235618","Thu Aug 11 08:57:05 2016","Thu Aug 11 08:57:05 2016","","The Nine Lives of Tomas Katz","Feature Film","Ben Hopkins","","7.1","87","2000","comedy, drama, fantasy, mystery","892","2000-03-01","http://www.imdb.com/title/tt0235618/"
"358","tt1683876","Thu Aug 11 08:57:40 2016","Thu Aug 11 08:57:40 2016","","Happy People: A Year in the Taiga","Documentary","Werner Herzog, Dmitry Vasyukov","","7.8","90","2010","documentary","4529","2010-09","http://www.imdb.com/title/tt1683876/"
"359","tt0082348","Fri Aug 19 02:23:16 2016","Fri Aug 19 02:23:16 2016","","Excalibur","Feature Film","John Boorman","","7.4","140","1981","adventure, drama, fantasy, romance","46676","1981-04-10","http://www.imdb.com/title/tt0082348/"
"360","tt0071737","Fri Aug 19 02:23:19 2016","Fri Aug 19 02:23:19 2016","","Lancelot du Lac","Feature Film","Robert Bresson","","7.1","85","1974","drama, history, romance, war","2484","1974-05-23","http://www.imdb.com/title/tt0071737/"
"361","tt0065622","Fri Aug 19 02:23:25 2016","Fri Aug 19 02:23:25 2016","","Il Decameron","Feature Film","Pier Paolo Pasolini","","7.0","112","1971","comedy, drama, history","6885","1971-06-28","http://www.imdb.com/title/tt0065622/"
"362","tt0088846","Fri Aug 19 02:23:30 2016","Fri Aug 19 02:23:30 2016","","Brazil","Feature Film","Terry Gilliam","","8.0","132","1985","drama, sci_fi","152739","1985-02-20","http://www.imdb.com/title/tt0088846/"
"363","tt0062136","Fri Aug 19 02:23:33 2016","Fri Aug 19 02:23:33 2016","","Playtime","Feature Film","Jacques Tati","","8.0","115","1967","comedy","12965","1967-12-16","http://www.imdb.com/title/tt0062136/"
"364","tt0017136","Fri Aug 19 02:23:35 2016","Fri Aug 19 02:23:35 2016","","Metropolis","Feature Film","Fritz Lang","","8.3","153","1927","drama, sci_fi","112242","1927-01-10","http://www.imdb.com/title/tt0017136/"
"365","tt1705064","Fri Aug 19 02:35:28 2016","Fri Aug 19 02:35:28 2016","","Genji monogatari: Sennen no nazo","Feature Film","Yasuo Tsuruhashi","","6.5","136","2011","drama","75","2011-12-10","http://www.imdb.com/title/tt1705064/"
"366","tt0059655","Fri Aug 19 02:35:32 2016","Fri Aug 19 02:35:32 2016","","Rodnik dlya zhazhdushchikh","Feature Film","Yuri Ilyenko","","7.3","70","1965","drama","152","1965","http://www.imdb.com/title/tt0059655/"
"367","tt0060989","Fri Aug 19 02:35:36 2016","Fri Aug 19 02:35:36 2016","","Skvernyy anekdot","Feature Film","Aleksandr Alov, Vladimir Naumov","","7.4","102","1966","comedy","90","1966","http://www.imdb.com/title/tt0060989/"
"368","tt0062026","Fri Aug 19 02:35:38 2016","Fri Aug 19 02:35:38 2016","","Nachalo nevedomogo veka","Feature Film","Larisa Shepitko, Andrey Smirnov","","7.1","73","1967","drama, history","126","1967","http://www.imdb.com/title/tt0062026/"
"369","tt0060549","Fri Aug 19 02:35:41 2016","Fri Aug 19 02:35:41 2016","","Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh","Feature Film","Andrey Mikhalkov-Konchalovskiy","","7.3","99","1966","drama, romance","318","1966","http://www.imdb.com/title/tt0060549/"
"370","tt0142405","Fri Aug 19 02:35:43 2016","Fri Aug 19 02:35:43 2016","","Interventsiya","Feature Film","Gennadi Poloka","","6.7","127","1968","adventure, comedy, drama, history, music","173","1968","http://www.imdb.com/title/tt0142405/"
"371","tt0347768","Fri Aug 19 02:35:46 2016","Fri Aug 19 02:35:46 2016","","Pervorossiyanye","Feature Film","Aleksandr Ivanov, Yevgeni Shiffers","","7.1","77","1967","drama","16","1967-11","http://www.imdb.com/title/tt0347768/"
"372","tt0061876","Fri Aug 19 02:35:48 2016","Fri Aug 19 02:35:48 2016","","Komissar","Feature Film","Aleksandr Askoldov","","7.7","110","1967","drama, war","968","1967","http://www.imdb.com/title/tt0061876/"
"373","tt0072027","Fri Aug 19 02:35:52 2016","Fri Aug 19 02:35:52 2016","","Premiya","Feature Film","Sergey Mikaelyan","","6.8","83","1975","drama","132","1975-09-22","http://www.imdb.com/title/tt0072027/"
"374","tt2332522","Fri Aug 19 02:35:59 2016","Fri Aug 19 02:35:59 2016","","Leviathan","Documentary","Lucien Castaing-Taylor, Verena Paravel","","6.5","87","2012","documentary","2428","2012-08-09","http://www.imdb.com/title/tt2332522/"
"375","tt0323872","Fri Aug 19 02:36:03 2016","Fri Aug 19 02:36:03 2016","","Salmer fra kjøkkenet","Feature Film","Bent Hamer","","7.4","95","2003","comedy, drama","7039","2003-01-15","http://www.imdb.com/title/tt0323872/"
"376","tt1798188","Fri Aug 19 02:51:50 2016","Fri Aug 19 02:51:50 2016","","Kokuriko-zaka kara","Feature Film","Gorô Miyazaki","","7.4","91","2011","animation, drama, family","19160","2011-07-16","http://www.imdb.com/title/tt1798188/"
"377","tt0085218","Fri Aug 19 02:51:52 2016","Fri Aug 19 02:51:52 2016","","Hadashi no Gen","Feature Film","Mori Masaki","","8.1","83","1983","animation, biography, drama, war","5344","1983-07-21","http://www.imdb.com/title/tt0085218/"
"378","tt0112671","Fri Aug 19 02:53:38 2016","Fri Aug 19 02:53:38 2016","","Chyornaya vual","Feature Film","Aleksandr Proshkin","","5.7","97","1995","crime, romance","29","1995","http://www.imdb.com/title/tt0112671/"
"379","tt0093728","Fri Aug 19 02:53:41 2016","Fri Aug 19 02:53:41 2016","","Pervaya vstrecha - poslednyaya vstrecha","Feature Film","Vitaliy Melnikov","","7.4","92","1988","comedy, drama, history","32","1988-03","http://www.imdb.com/title/tt0093728/"
"380","tt0027235","Fri Aug 19 02:53:43 2016","Fri Aug 19 02:53:43 2016","","Yunost Maksima","Feature Film","Grigori Kozintsev, Leonid Trauberg","","7.0","92","1935","drama, history, war","155","1935-01-27","http://www.imdb.com/title/tt0027235/"
"381","tt3689910","Fri Aug 19 02:54:05 2016","Fri Aug 19 02:54:05 2016","","Sarusuberi: Miss Hokusai","Feature Film","Keiichi Hara","","6.8","93","2015","animation, biography, drama, history","550","2015-05-09","http://www.imdb.com/title/tt3689910/"
"382","tt0157713","Fri Aug 19 02:54:12 2016","Fri Aug 19 02:54:12 2016","","Gospodin oformitel","Feature Film","Oleg Teptsov","","7.2","109","1987","drama, fantasy, mystery","354","1987","http://www.imdb.com/title/tt0157713/"
"383","tt0156849","Fri Aug 19 02:54:33 2016","Fri Aug 19 02:54:33 2016","","Pro urodov i lyudey","Feature Film","Aleksey Balabanov","","7.2","93","1998","comedy, drama, history","1978","1998-05-20","http://www.imdb.com/title/tt0156849/"
"384","tt0114178","Fri Aug 19 02:56:28 2016","Fri Aug 19 02:56:28 2016","","Pribytie poezda","Feature Film","Aleksey Balabanov, Vladimir Khotinenko","","7.0","98","1995","drama","92","1995","http://www.imdb.com/title/tt0114178/"
"385","tt0488832","Fri Aug 19 02:56:34 2016","Fri Aug 19 02:56:34 2016","","Garpastum","Feature Film","Aleksey German","","6.6","116","2005","drama","493","2005-09-11","http://www.imdb.com/title/tt0488832/"
"386","tt0081991","Fri Aug 19 02:56:38 2016","Fri Aug 19 02:56:38 2016","","Agoniya","Feature Film","Elem Klimov","","7.1","151","1975","biography, drama, history","844","1975","http://www.imdb.com/title/tt0081991/"
"387","tt0016185","Fri Aug 19 03:01:48 2016","Fri Aug 19 03:01:48 2016","","Orochi","Feature Film","Buntarô Futagara","","7.1","74","1925","action, adventure","190","1925-11-20","http://www.imdb.com/title/tt0016185/"
"388","tt0017048","Fri Aug 19 03:02:27 2016","Fri Aug 19 03:02:27 2016","","Kurutta ippêji","Feature Film","Teinosuke Kinugasa","","7.7","70","1926","drama, horror","1490","1926-09-24","http://www.imdb.com/title/tt0017048/"
"389","tt1159490","Fri Aug 19 03:02:29 2016","Fri Aug 19 03:02:29 2016","","Chûkon giretsu - Jitsuroku Chûshingura","Feature Film","Shôzô Makino","","6.7","64","1928","","26","1928-03-14","http://www.imdb.com/title/tt1159490/"
"390","tt0024191","Fri Aug 19 03:02:32 2016","Fri Aug 19 03:02:32 2016","","Koi no hana saku Izu no odoriko","Feature Film","Heinosuke Gosho","","6.9","94","1933","","51","1933-02-02","http://www.imdb.com/title/tt0024191/"
"391","tt0160994","Fri Aug 19 03:02:34 2016","Fri Aug 19 03:02:34 2016","","Tonari no Yae-chan","Feature Film","Yasujirô Shimazu","","7.3","76","1934","comedy, drama, romance","136","1934-06-28","http://www.imdb.com/title/tt0160994/"
"392","tt0029314","Fri Aug 19 03:02:35 2016","Fri Aug 19 03:02:35 2016","","Ninjô kami fûsen","Feature Film","Sadao Yamanaka","","7.8","86","1937","drama","1204","1937-08-25","http://www.imdb.com/title/tt0029314/"
"393","tt0032063","Fri Aug 19 03:02:37 2016","Fri Aug 19 03:02:37 2016","","Tsuchi","Feature Film","Tomu Uchida","","7.2","142","1939","drama","24","1939","http://www.imdb.com/title/tt0032063/"
"394","tt0427424","Fri Aug 19 03:02:39 2016","Fri Aug 19 03:02:39 2016","","Kanzashi","Feature Film","Hiroshi Shimizu","","7.3","75","1941","drama","372","1941-08-26","http://www.imdb.com/title/tt0427424/"
"395","tt0322592","Fri Aug 19 03:02:44 2016","Fri Aug 19 03:02:44 2016","","Honjitsu kyûshin","Feature Film","Minoru Shibuya","","7.4","97","1952","","25","1952-02-29","http://www.imdb.com/title/tt0322592/"
"396","tt0046438","Fri Aug 19 03:02:50 2016","Fri Aug 19 03:02:50 2016","","Tôkyô monogatari","Feature Film","Yasujirô Ozu","","8.3","136","1953","drama","26827","1953-11-03","http://www.imdb.com/title/tt0046438/"
"397","tt0047281","Fri Aug 19 03:02:52 2016","Fri Aug 19 03:02:52 2016","","Nijûshi no hitomi","Feature Film","Keisuke Kinoshita","","8.1","156","1954","drama","1569","1954-09-15","http://www.imdb.com/title/tt0047281/"
"398","tt0047444","Fri Aug 19 03:02:54 2016","Fri Aug 19 03:02:54 2016","","Miyamoto Musashi","Feature Film","Hiroshi Inagaki","","7.6","93","1954","action, adventure, biography, drama, history","5798","1954-09-26","http://www.imdb.com/title/tt0047444/"
"399","tt0047034","Fri Aug 19 03:02:56 2016","Fri Aug 19 03:02:56 2016","","Gojira","Feature Film","Ishirô Honda","","7.5","96","1954","drama, horror, sci_fi, thriller","18985","1954-11-03","http://www.imdb.com/title/tt0047034/"
"400","tt0048757","Fri Aug 19 03:02:59 2016","Fri Aug 19 03:02:59 2016","","Ukigumo","Feature Film","Mikio Naruse","","7.9","123","1955","drama, romance","1499","1955-01-15","http://www.imdb.com/title/tt0048757/"
"401","tt0270685","Fri Aug 19 03:03:05 2016","Fri Aug 19 03:03:05 2016","","Taiyo no kisetsu","Feature Film","Takumi Furukawa","","6.8","89","1956","drama","38","1956-05-17","http://www.imdb.com/title/tt0270685/"
"402","tt0050162","Fri Aug 19 03:03:06 2016","Fri Aug 19 03:03:06 2016","","Bakumatsu taiyôden","Feature Film","Yûzô Kawashima","","7.6","110","1957","comedy","365","1957-07-14","http://www.imdb.com/title/tt0050162/"
"403","tt0051584","Fri Aug 19 03:03:08 2016","Fri Aug 19 03:03:08 2016","","Enjô","Feature Film","Kon Ichikawa","","7.3","99","1958","drama","421","1958-08-19","http://www.imdb.com/title/tt0051584/"
"404","tt0056049","Fri Aug 19 03:03:11 2016","Fri Aug 19 03:03:11 2016","","Hadaka no shima","Feature Film","Kaneto Shindô","","8.3","94","1960","drama","3319","1960-11-23","http://www.imdb.com/title/tt0056049/"
"405","tt1069238","Fri Aug 19 03:08:21 2016","Fri Aug 19 03:08:21 2016","","Okuribito","Feature Film","Yôjirô Takita","","8.1","130","2008","drama, music","38730","2008-08-23","http://www.imdb.com/title/tt1069238/"
"406","tt0054122","Fri Aug 19 03:08:26 2016","Fri Aug 19 03:08:26 2016","","Nihon no yoru to kiri","Feature Film","Nagisa Ôshima","","7.1","107","1960","drama","414","1960-10-09","http://www.imdb.com/title/tt0054122/"
"407","tt0055816","Fri Aug 19 03:08:35 2016","Fri Aug 19 03:08:35 2016","","Bushidô zankoku monogatari","Feature Film","Tadashi Imai","","7.2","122","1963","action, drama","189","1963-04-28","http://www.imdb.com/title/tt0055816/"
"408","tt0058279","Fri Aug 19 03:08:43 2016","Fri Aug 19 03:08:43 2016","","Kaidan","Feature Film","Masaki Kobayashi","","8.0","183","1964","drama, fantasy, horror","10212","1964-12-29","http://www.imdb.com/title/tt0058279/"
"409","tt0057941","Fri Aug 19 03:08:50 2016","Fri Aug 19 03:08:50 2016","","Chi to suna","Feature Film","Kihachi Okamoto","","7.2","132","1965","drama, war","97","1965-09-18","http://www.imdb.com/title/tt0057941/"
"410","tt0313676","Fri Aug 19 03:08:54 2016","Fri Aug 19 03:08:54 2016","","Tairiku nagaremono","Feature Film","Kôsaku Yamashita","","","92","1966","","0","1966-06-19","http://www.imdb.com/title/tt0313676/"
"411","tt0064296","Fri Aug 19 03:08:58 2016","Fri Aug 19 03:08:58 2016","","Erosu purasu gyakusatsu","Feature Film","Yoshishige Yoshida","","8.3","202","1969","biography, drama, fantasy, history","1407","1969-10-15","http://www.imdb.com/title/tt0064296/"
"412","tt0064975","Fri Aug 19 03:09:05 2016","Fri Aug 19 03:09:05 2016","","Shinjû: Ten no Amijima","Feature Film","Masahiro Shinoda","","7.9","142","1969","drama","1454","1969-05-24","http://www.imdb.com/title/tt0064975/"
"413","tt0064777","Fri Aug 19 03:09:07 2016","Fri Aug 19 03:09:07 2016","","Otoko wa tsurai yo","Feature Film","Yôji Yamada","","7.1","91","1969","drama, comedy, romance","209","1969-08-27","http://www.imdb.com/title/tt0064777/"
"414","tt0069260","Fri Aug 19 03:09:10 2016","Fri Aug 19 03:09:10 2016","","Shinobugawa","Feature Film","Kei Kumai","","7.1","120","1972","drama, romance","70","1972-05-25","http://www.imdb.com/title/tt0069260/"
"415","tt0084390","Fri Aug 19 03:09:13 2016","Fri Aug 19 03:09:13 2016","","Narayama bushikô","Feature Film","Shôhei Imamura","","7.9","130","1983","drama","5038","1983-04-29","http://www.imdb.com/title/tt0084390/"
"416","tt0131012","Fri Aug 19 03:09:16 2016","Fri Aug 19 03:09:16 2016","","Shi no toge","Feature Film","Kôhei Oguri","","7.1","115","1990","drama","148","1990-04-28","http://www.imdb.com/title/tt0131012/"
"417","tt0119250","Fri Aug 19 03:09:20 2016","Fri Aug 19 03:09:20 2016","","Hana-bi","Feature Film","Takeshi Kitano","","7.9","103","1997","crime, drama, romance, thriller","21158","1997-09-03","http://www.imdb.com/title/tt0119250/"
"418","tt0178868","Fri Aug 19 03:09:41 2016","Fri Aug 19 03:09:41 2016","","Ringu","Feature Film","Hideo Nakata","","7.3","96","1998","horror, mystery","50773","1998-01-31","http://www.imdb.com/title/tt0178868/"
"419","tt0266308","Fri Aug 19 03:09:44 2016","Fri Aug 19 03:09:44 2016","","Batoru rowaiaru","Feature Film","Kinji Fukasaku","","7.7","114","2000","adventure, drama, sci_fi, thriller","139093","2000-12-16","http://www.imdb.com/title/tt0266308/"
"420","tt1132623","Fri Aug 19 03:19:14 2016","Fri Aug 19 03:19:14 2016","","You Don't Know Jack","TV Movie","Barry Levinson","","7.7","134","2010","biography, drama","22007","2010-04-14","http://www.imdb.com/title/tt1132623/"
"421","tt3409440","Fri Aug 19 03:19:16 2016","Fri Aug 19 03:19:16 2016","","De surprise","Feature Film","Mike van Diem","","6.7","102","2015","comedy, romance","1596","2015-05-21","http://www.imdb.com/title/tt3409440/"
"422","tt1246599","Fri Aug 19 03:19:21 2016","Fri Aug 19 03:19:21 2016","","The Suicide Tourist","Documentary","John Zaritsky","","8.1","56","2007","documentary","136","2007-11-14","http://www.imdb.com/title/tt1246599/"
"423","tt1715802","Fri Aug 19 03:19:23 2016","Fri Aug 19 03:19:23 2016","","How to Die in Oregon","Documentary","Peter D. Richardson","","8.3","107","2011","documentary, drama, family","1608","2011-01","http://www.imdb.com/title/tt1715802/"
"424","tt0369702","Fri Aug 19 03:19:35 2016","Fri Aug 19 03:19:35 2016","","Mar adentro","Feature Film","Alejandro Amenábar","","8.1","125","2004","biography, drama, romance","64698","2004-09-02","http://www.imdb.com/title/tt0369702/"
"425","tt4574334","Sat Aug 20 05:56:23 2016","Sat Aug 20 05:56:23 2016","","Stranger Things","TV Series","Matt Duffer, Ross Duffer","","9.1","55","2016","drama, horror, mystery, romance, sci_fi, thriller","133395","2016-07-11","http://www.imdb.com/title/tt4574334/"
"426","tt2401256","Sat Aug 20 05:56:34 2016","Sat Aug 20 05:56:34 2016","","The Night Of","Mini-Series","","","9.1","60","2016","crime, drama","15877","2016-06-24","http://www.imdb.com/title/tt2401256/"
"427","tt2614684","Sun Aug 21 04:02:38 2016","Sun Aug 21 04:02:38 2016","","'71","Feature Film","Yann Demange","","7.2","99","2014","action, drama, thriller, war","35391","2014-02-07","http://www.imdb.com/title/tt2614684/"
"428","tt1100089","Sun Aug 21 04:05:59 2016","Sun Aug 21 04:05:59 2016","","Foxcatcher","Feature Film","Bennett Miller","","7.0","134","2014","biography, drama, sport","107161","2014-05-19","http://www.imdb.com/title/tt1100089/"
"429","tt3007512","Sun Aug 21 04:08:16 2016","Sun Aug 21 04:08:16 2016","","The Water Diviner","Feature Film","Russell Crowe","","7.1","111","2014","drama, war","53666","2014-12-11","http://www.imdb.com/title/tt3007512/"
"430","tt2567712","Sun Aug 21 04:08:22 2016","Sun Aug 21 04:08:22 2016","","Starred Up","Feature Film","David Mackenzie","","7.4","106","2013","crime, drama","31169","2013-08-30","http://www.imdb.com/title/tt2567712/"
"431","tt4080728","Sun Aug 28 23:11:59 2016","Sun Aug 28 23:11:59 2016","","En man som heter Ove","Feature Film","Hannes Holm","","7.6","116","2015","comedy, drama","5601","2015-12-13","http://www.imdb.com/title/tt4080728/"
